,ip,label
1566850,2800:860:face:11::d,0
1566851,2800:860:face:11::c,0
1566852,2800:860:face:10::e,0
1566853,2800:860:face:10::d,0
1566854,2800:860:face:10::c,0
1566866,2800:831:2:35:face:b00c:3333:a3f,0
1566867,2800:831:2:35:face:b00c:3333:7020,2
1566868,2800:831:2:35:face:b00c:0:a7,0
1566869,2800:831:2:35:face:b00c:0:358e,2
1566873,2800:830:2:37:face:b00c:3333:a3f,0
1566874,2800:830:2:37:face:b00c:3333:7020,2
1566875,2800:830:2:37:face:b00c:0:a7,0
1566876,2800:830:2:37:face:b00c:0:358e,2
1566909,2800:810:202:d:face:b00c:3333:a3f,0
1566910,2800:810:202:d:face:b00c:3333:7020,2
1566911,2800:810:202:d:face:b00c:3333:1b26,2
1566912,2800:810:202:d:face:b00c:0:a7,0
1566913,2800:810:202:d:face:b00c:0:358e,2
1566914,2800:810:202:c:face:b00c:3333:a3f,0
1566915,2800:810:202:c:face:b00c:3333:7020,2
1566916,2800:810:202:c:face:b00c:3333:1b26,2
1566917,2800:810:202:c:face:b00c:0:a7,0
1566918,2800:810:202:c:face:b00c:0:358e,2
1567034,2800:70:8000:4:face:b00c:3333:a3f,0
1567035,2800:70:8000:4:face:b00c:3333:7020,2
1567036,2800:70:8000:4:face:b00c:3333:1b26,2
1567037,2800:70:8000:4:face:b00c:0:a7,0
1567038,2800:70:8000:4:face:b00c:0:358e,2
1567049,2800:6f0:20:205:face:b00c:3333:a3f,0
1567053,2800:6f0:20:201:face:b00c:3333:a3f,0
1567054,2800:6f0:20:201:face:b00c:3333:7020,2
1567055,2800:6f0:20:201:face:b00c:0:a7,0
1567056,2800:6f0:20:200:face:b00c:3333:a3f,0
1567057,2800:6f0:20:200:face:b00c:3333:7020,2
1567058,2800:6f0:20:200:face:b00c:3333:1b26,2
1567059,2800:6f0:20:200:face:b00c:0:a7,0
1567060,2800:6f0:20:200:face:b00c:0:358e,2
1567121,2800:6e0:0:9:face:b00c:3333:a3f,0
1567122,2800:6e0:0:9:face:b00c:3333:7020,2
1567123,2800:6e0:0:9:face:b00c:3333:1b26,2
1567124,2800:6e0:0:9:face:b00c:0:a7,0
1567125,2800:6e0:0:9:face:b00c:0:358e,2
1567126,2800:6e0:0:8:face:b00c:3333:a3f,0
1567127,2800:6e0:0:8:face:b00c:3333:7020,2
1567128,2800:6e0:0:8:face:b00c:3333:1b26,2
1567129,2800:6e0:0:8:face:b00c:0:a7,0
1567130,2800:6e0:0:8:face:b00c:0:358e,2
1567160,2800:6d0:a000:16:face:b00c:3333:a3f,0
1567161,2800:6d0:a000:16:face:b00c:0:a7,0
1567404,2800:6a0:0:10:face:b00c:3333:a3f,0
1567405,2800:6a0:0:10:face:b00c:3333:7020,2
1567406,2800:6a0:0:10:face:b00c:3333:1b26,2
1567407,2800:6a0:0:10:face:b00c:0:a7,0
1567408,2800:6a0:0:10:face:b00c:0:358e,2
1567414,2800:68:dc0:fb:face:b00c:3333:a3f,0
1567415,2800:68:dc0:fb:face:b00c:3333:7020,2
1567416,2800:68:dc0:fb:face:b00c:0:a7,0
1567417,2800:68:dc0:fb:face:b00c:0:358e,2
1567494,2800:670:10:1:face:b00c:3333:a3f,0
1567495,2800:670:10:1:face:b00c:3333:1b26,2
1567496,2800:670:10:1:face:b00c:0:a7,0
1567497,2800:670:10:1:face:b00c:0:358e,2
1567498,2800:650:2:1:face:b00c:3333:a3f,0
1567499,2800:650:2:1:face:b00c:3333:7020,2
1567500,2800:650:2:1:face:b00c:0:a7,0
1567501,2800:650:2:1:face:b00c:0:358e,2
1567575,2800:640:cafe:bb1::1,0
1567701,2800:630:830:3:face:b00c:3333:a3f,0
1567702,2800:630:830:3:face:b00c:3333:7020,2
1567703,2800:630:830:3:face:b00c:3333:1b26,2
1567704,2800:630:830:3:face:b00c:0:a7,0
1567705,2800:630:830:3:face:b00c:0:358e,2
1567751,2800:630:3830:0:face:b00c:3333:a3f,0
1567752,2800:630:3830:0:face:b00c:3333:7020,2
1567753,2800:630:3830:0:face:b00c:3333:1b26,2
1567754,2800:630:3830:0:face:b00c:0:a7,0
1567755,2800:630:3830:0:face:b00c:0:358e,2
1567768,2800:630:3030:1:face:b00c:3333:a3f,0
1567769,2800:630:3030:1:face:b00c:3333:7020,2
1567770,2800:630:3030:1:face:b00c:3333:1b26,2
1567771,2800:630:3030:1:face:b00c:0:a7,0
1567772,2800:630:3030:1:face:b00c:0:358e,2
1567786,2800:630:1830:1:face:b00c:3333:a3f,0
1567787,2800:630:1830:1:face:b00c:3333:7020,2
1567788,2800:630:1830:1:face:b00c:3333:1b26,2
1567789,2800:630:1830:1:face:b00c:0:a7,0
1567790,2800:630:1830:1:face:b00c:0:358e,2
1567809,2800:600:400:0:face:b00c:3333:a3f,0
1567863,2800:5f0:800:18:face:b00c:3333:a3f,0
1567864,2800:5f0:800:18:face:b00c:3333:7020,2
1567865,2800:5f0:800:18:face:b00c:0:a7,0
1567866,2800:5f0:800:18:face:b00c:0:358e,2
1567876,2800:5f0:8000:6:face:b00c:3333:a3f,0
1567877,2800:5f0:8000:6:face:b00c:0:a7,0
1567880,2800:5f0:3000:6:face:b00c:3333:a3f,0
1567881,2800:5f0:3000:6:face:b00c:0:a7,0
1567904,2800:5f0:2000:18:face:b00c:3333:a3f,0
1567905,2800:5f0:2000:18:face:b00c:3333:7020,2
1567906,2800:5f0:2000:18:face:b00c:0:a7,0
1567907,2800:5f0:2000:18:face:b00c:0:358e,2
1567923,2800:5f0:1000:18:face:b00c:3333:a3f,0
1567924,2800:5f0:1000:18:face:b00c:3333:7020,2
1567925,2800:5f0:1000:18:face:b00c:0:a7,0
1567926,2800:5f0:1000:18:face:b00c:0:358e,2
1567944,2800:560:1:1:face:b00c:3333:a3f,0
1567945,2800:560:1:1:face:b00c:0:a7,0
1568124,2800:4f0:10:2e:face:b00c:3333:a3f,0
1568125,2800:4f0:10:2e:face:b00c:3333:7020,2
1568126,2800:4f0:10:2e:face:b00c:0:a7,0
1568127,2800:4f0:10:2e:face:b00c:0:358e,2
1568128,2800:4f0:10:2d:face:b00c:3333:a3f,0
1568129,2800:4f0:10:2d:face:b00c:3333:7020,2
1568130,2800:4f0:10:2d:face:b00c:0:a7,0
1568131,2800:4f0:10:2d:face:b00c:0:358e,2
1568132,2800:4f0:10:2c:face:b00c:3333:a3f,0
1568133,2800:4f0:10:2c:face:b00c:3333:7020,2
1568134,2800:4f0:10:2c:face:b00c:0:a7,0
1568135,2800:4f0:10:2c:face:b00c:0:358e,2
1568136,2800:4f0:10:2b:face:b00c:3333:a3f,0
1568137,2800:4f0:10:2b:face:b00c:3333:7020,2
1568138,2800:4f0:10:2b:face:b00c:0:a7,0
1568139,2800:4f0:10:2b:face:b00c:0:358e,2
1568158,2800:4f0:10:18:face:b00c:3333:a3f,0
1568159,2800:4f0:10:18:face:b00c:3333:7020,2
1568160,2800:4f0:10:18:face:b00c:3333:1b26,2
1568161,2800:4f0:10:18:face:b00c:0:a7,0
1568162,2800:4f0:10:18:face:b00c:0:358e,2
1568263,2800:480:ff50:4a:face:b00c:3333:a3f,0
1568264,2800:480:ff50:4a:face:b00c:3333:7020,2
1568265,2800:480:ff50:4a:face:b00c:0:a7,0
1568266,2800:480:ff50:4a:face:b00c:0:358e,2
1568267,2800:480:ff50:49:face:b00c:3333:a3f,0
1568268,2800:480:ff50:48:face:b00c:3333:a3f,0
1568269,2800:480:ff50:48:face:b00c:3333:7020,2
1568270,2800:480:ff50:48:face:b00c:3333:1b26,2
1568271,2800:480:ff50:48:face:b00c:0:a7,0
1568272,2800:480:ff50:48:face:b00c:0:358e,2
1568273,2800:480:ff50:47:face:b00c:3333:a3f,0
1568274,2800:480:ff50:47:face:b00c:3333:7020,2
1568275,2800:480:ff50:47:face:b00c:0:a7,0
1568276,2800:480:ff50:47:face:b00c:0:358e,2
1568277,2800:480:ff50:46:face:b00c:3333:a3f,0
1568278,2800:480:ff50:46:face:b00c:3333:7020,2
1568279,2800:480:ff50:46:face:b00c:0:a7,0
1568280,2800:480:ff50:46:face:b00c:0:358e,2
1568281,2800:480:ff50:45:face:b00c:3333:a3f,0
1568282,2800:480:ff50:45:face:b00c:0:a7,0
1568283,2800:480:ff50:44:face:b00c:3333:a3f,0
1568284,2800:480:ff50:44:face:b00c:3333:7020,2
1568285,2800:480:ff50:44:face:b00c:0:a7,0
1568286,2800:480:ff50:44:face:b00c:0:358e,2
1568287,2800:480:ff50:42:face:b00c:3333:a3f,0
1568288,2800:480:ff50:42:face:b00c:3333:7020,2
1568289,2800:480:ff50:42:face:b00c:0:a7,0
1568290,2800:480:ff50:42:face:b00c:0:358e,2
1568291,2800:480:ff50:41:face:b00c:3333:a3f,0
1568292,2800:480:ff50:41:face:b00c:3333:7020,2
1568293,2800:480:ff50:41:face:b00c:3333:1b26,2
1568294,2800:480:ff50:41:face:b00c:1155:a59,2
1568295,2800:480:ff50:41:face:b00c:0:a7,0
1568296,2800:480:ff50:41:face:b00c:0:358e,2
1568297,2800:480:ff50:3f:face:b00c:3333:a3f,0
1568298,2800:480:ff50:3f:face:b00c:3333:7020,2
1568299,2800:480:ff50:3f:face:b00c:3333:1b26,2
1568300,2800:480:ff50:3f:face:b00c:0:a7,0
1568301,2800:480:ff50:3f:face:b00c:0:358e,2
1568302,2800:480:ff50:3e:face:b00c:3333:a3f,0
1568303,2800:480:ff50:3e:face:b00c:3333:7020,2
1568304,2800:480:ff50:3e:face:b00c:0:a7,0
1568305,2800:480:ff50:3e:face:b00c:0:358e,2
1568306,2800:480:ff50:3d:face:b00c:3333:a3f,0
1568307,2800:480:ff50:3d:face:b00c:3333:7020,2
1568308,2800:480:ff50:3d:face:b00c:3333:1b26,2
1568309,2800:480:ff50:3d:face:b00c:0:a7,0
1568310,2800:480:ff50:3d:face:b00c:0:358e,2
1568311,2800:480:ff50:3a:face:b00c:3333:a3f,0
1568312,2800:480:ff50:3a:face:b00c:3333:7020,2
1568313,2800:480:ff50:3a:face:b00c:3333:1b26,2
1568314,2800:480:ff50:3a:face:b00c:1155:a59,2
1568315,2800:480:ff50:3a:face:b00c:0:a7,0
1568316,2800:480:ff50:3a:face:b00c:0:358e,2
1568317,2800:480:ff50:39:face:b00c:3333:a3f,0
1568318,2800:480:ff50:39:face:b00c:3333:7020,2
1568319,2800:480:ff50:39:face:b00c:3333:1b26,2
1568320,2800:480:ff50:39:face:b00c:1155:a59,2
1568321,2800:480:ff50:39:face:b00c:0:a7,0
1568322,2800:480:ff50:39:face:b00c:0:358e,2
1568323,2800:480:ff50:37:face:b00c:3333:a3f,0
1568324,2800:480:ff50:37:face:b00c:3333:7020,2
1568325,2800:480:ff50:37:face:b00c:3333:1b26,2
1568326,2800:480:ff50:37:face:b00c:1155:a59,2
1568327,2800:480:ff50:37:face:b00c:0:a7,0
1568328,2800:480:ff50:37:face:b00c:0:358e,2
1568329,2800:480:ff50:36:face:b00c:3333:a3f,0
1568330,2800:480:ff50:36:face:b00c:3333:7020,2
1568331,2800:480:ff50:36:face:b00c:3333:1b26,2
1568332,2800:480:ff50:36:face:b00c:1155:a59,2
1568333,2800:480:ff50:36:face:b00c:0:a7,0
1568334,2800:480:ff50:36:face:b00c:0:358e,2
1568335,2800:480:ff50:35:face:b00c:3333:a3f,0
1568336,2800:480:ff50:35:face:b00c:3333:7020,2
1568337,2800:480:ff50:35:face:b00c:3333:1b26,2
1568338,2800:480:ff50:35:face:b00c:1155:a59,2
1568339,2800:480:ff50:35:face:b00c:0:a7,0
1568340,2800:480:ff50:35:face:b00c:0:358e,2
1568350,2800:430:a000:1:face:b00c:4444:1b21,2
1568351,2800:430:a000:1:face:b00c:3333:a3f,0
1568352,2800:430:a000:1:face:b00c:3333:7020,2
1568353,2800:430:a000:1:face:b00c:3333:1b26,2
1568354,2800:430:a000:1:face:b00c:1155:a59,2
1568355,2800:430:a000:1:face:b00c:0:a7,0
1568356,2800:430:a000:1:face:b00c:0:358e,2
1568365,2800:430:0:1:face:b00c:4444:1b21,2
1568366,2800:430:0:1:face:b00c:3333:a3f,0
1568367,2800:430:0:1:face:b00c:3333:7020,2
1568368,2800:430:0:1:face:b00c:3333:1b26,2
1568369,2800:430:0:1:face:b00c:1155:a59,2
1568370,2800:430:0:1:face:b00c:0:a7,0
1568371,2800:430:0:1:face:b00c:0:358e,2
1568391,2800:410:2000:10:face:b00c:3333:a3f,0
1568392,2800:410:2000:10:face:b00c:3333:7020,2
1568393,2800:410:2000:10:face:b00c:0:a7,0
1568394,2800:410:2000:10:face:b00c:0:358e,2
1568418,2800:40:0:5f:face:b00c:3333:a3f,0
1568419,2800:40:0:5e:face:b00c:3333:a3f,0
1568420,2800:40:0:5e:face:b00c:3333:7020,2
1568421,2800:40:0:5e:face:b00c:0:a7,0
1568423,2800:40:0:2:face:b00c:3333:a3f,0
1568424,2800:40:0:2:face:b00c:3333:7020,2
1568425,2800:40:0:2:face:b00c:3333:1b26,2
1568426,2800:40:0:2:face:b00c:0:a7,0
1568427,2800:40:0:2:face:b00c:0:358e,2
1568437,2800:400:1c:2:face:b00c:3333:a3f,0
1568438,2800:400:1c:2:face:b00c:3333:7020,2
1568439,2800:400:1c:2:face:b00c:0:a7,0
1568440,2800:400:1c:2:face:b00c:0:358e,2
1568448,2800:400:1c:1b:face:b00c:3333:a3f,0
1568449,2800:400:1c:1b:face:b00c:3333:7020,2
1568450,2800:400:1c:1b:face:b00c:0:a7,0
1568451,2800:400:1c:1b:face:b00c:0:358e,2
1568929,2800:3c0:5000:127:face:b00c:3333:a3f,0
1568930,2800:3c0:5000:127:face:b00c:3333:7020,2
1568931,2800:3c0:5000:127:face:b00c:0:a7,0
1568932,2800:3c0:5000:127:face:b00c:0:358e,2
1568935,2800:3c0:4000:1:face:b00c:3333:a3f,0
1568936,2800:3c0:4000:1:face:b00c:3333:7020,2
1568937,2800:3c0:4000:1:face:b00c:3333:1b26,2
1568938,2800:3c0:4000:1:face:b00c:0:a7,0
1568939,2800:3c0:4000:1:face:b00c:0:358e,2
1568949,2800:3a0:4:0:face:b00c:3333:a3f,0
1568950,2800:3a0:4:0:face:b00c:0:a7,0
1568968,2800:3a0:1:9:face:b00c:3333:a3f,0
1568969,2800:3a0:1:9:face:b00c:3333:7020,2
1568970,2800:3a0:1:9:face:b00c:0:a7,0
1568971,2800:3a0:1:9:face:b00c:0:358e,2
1568972,2800:3a0:1:8:face:b00c:3333:a3f,0
1568973,2800:3a0:1:8:face:b00c:3333:7020,2
1568974,2800:3a0:1:8:face:b00c:3333:1b26,2
1568975,2800:3a0:1:8:face:b00c:0:a7,0
1568976,2800:3a0:1:8:face:b00c:0:358e,2
1568993,2800:3a0:1:11::c001:a002,0
1568994,2800:390:7fff:face:face:face:fac8:2,2
1568995,2800:390:7ace:b00c:face:b00c:3333:a3f,0
1568996,2800:390:7ace:b00c:face:b00c:3333:7020,2
1568997,2800:390:7ace:b00c:face:b00c:3333:1b26,2
1568998,2800:390:7ace:b00c:face:b00c:0:a7,0
1568999,2800:390:7ace:b00c:face:b00c:0:358e,2
1569108,2800:380:5000:74:face:b00c:3333:a3f,0
1569109,2800:380:5000:73:face:b00c:3333:a3f,0
1569110,2800:380:5000:72:face:b00c:3333:a3f,0
1569111,2800:380:5000:72:face:b00c:3333:7020,2
1569112,2800:380:5000:72:face:b00c:0:a7,0
1569113,2800:380:5000:72:face:b00c:0:358e,2
1569114,2800:380:5000:71:face:b00c:3333:a3f,0
1569115,2800:380:5000:71:face:b00c:3333:7020,2
1569116,2800:380:5000:71:face:b00c:0:a7,0
1569117,2800:380:5000:71:face:b00c:0:358e,2
1569118,2800:380:5000:70:face:b00c:3333:a3f,0
1569119,2800:380:5000:70:face:b00c:3333:7020,2
1569120,2800:380:5000:70:face:b00c:3333:1b26,2
1569121,2800:380:5000:70:face:b00c:0:a7,0
1569122,2800:380:5000:70:face:b00c:0:358e,2
1569123,2800:380:5000:6f:face:b00c:3333:a3f,0
1569124,2800:380:5000:6f:face:b00c:3333:7020,2
1569125,2800:380:5000:6f:face:b00c:3333:1b26,2
1569126,2800:380:5000:6f:face:b00c:0:a7,0
1569127,2800:380:5000:6f:face:b00c:0:358e,2
1569128,2800:380:5000:6c:face:b00c:3333:a3f,0
1569129,2800:380:5000:6c:face:b00c:3333:7020,2
1569130,2800:380:5000:6c:face:b00c:0:a7,0
1569131,2800:380:5000:6c:face:b00c:0:358e,2
1569132,2800:380:5000:6b:face:b00c:3333:a3f,0
1569133,2800:380:5000:6a:face:b00c:3333:a3f,0
1569134,2800:380:5000:69:face:b00c:3333:a3f,0
1570709,2800:370:61:845b:b00c:c811:e6d2:9165,2
1572892,2800:370:55:a971:cc65:b00c:efa6:cb21,2
1573213,2800:370:55:8dc3:f988:9bf9:face:3b2d,2
1573603,2800:370:55:703b:4571:c83e:3ec5:babe,2
1574836,2800:370:10:3d:face:b00c:3333:a3f,0
1574837,2800:370:10:3d:face:b00c:3333:7020,2
1574838,2800:370:10:3d:face:b00c:0:a7,0
1574839,2800:370:10:3d:face:b00c:0:358e,2
1574840,2800:370:10:3c:face:b00c:3333:a3f,0
1574841,2800:370:10:3c:face:b00c:3333:7020,2
1574842,2800:370:10:3c:face:b00c:0:a7,0
1574843,2800:370:10:3c:face:b00c:0:358e,2
1574844,2800:370:10:3b:face:b00c:3333:a3f,0
1574845,2800:370:10:3b:face:b00c:3333:7020,2
1574846,2800:370:10:3b:face:b00c:0:a7,0
1574847,2800:370:10:3b:face:b00c:0:358e,2
1574848,2800:370:10:3a:face:b00c:3333:a3f,0
1574849,2800:370:10:3a:face:b00c:3333:7020,2
1574850,2800:370:10:3a:face:b00c:0:a7,0
1574851,2800:370:10:3a:face:b00c:0:358e,2
1574852,2800:370:10:39:face:b00c:3333:a3f,0
1574853,2800:370:10:39:face:b00c:3333:7020,2
1574854,2800:370:10:39:face:b00c:0:a7,0
1574855,2800:370:10:39:face:b00c:0:358e,2
1574891,2800:370:10:20:face:b00c:3333:a3f,0
1574892,2800:370:10:20:face:b00c:3333:7020,2
1574893,2800:370:10:20:face:b00c:3333:1b26,2
1574894,2800:370:10:20:face:b00c:0:a7,0
1574895,2800:370:10:20:face:b00c:0:358e,2
1574896,2800:370:10:1f:face:b00c:3333:a3f,0
1574897,2800:370:10:1f:face:b00c:3333:7020,2
1574898,2800:370:10:1f:face:b00c:3333:1b26,2
1574899,2800:370:10:1f:face:b00c:0:a7,0
1574900,2800:370:10:1f:face:b00c:0:358e,2
1574901,2800:370:10:1e:face:b00c:3333:a3f,0
1574902,2800:370:10:1e:face:b00c:3333:7020,2
1574903,2800:370:10:1e:face:b00c:3333:1b26,2
1574904,2800:370:10:1e:face:b00c:0:a7,0
1574905,2800:370:10:1e:face:b00c:0:358e,2
1574906,2800:370:10:1d:face:b00c:3333:a3f,0
1574907,2800:370:10:1d:face:b00c:3333:7020,2
1574908,2800:370:10:1d:face:b00c:3333:1b26,2
1574909,2800:370:10:1d:face:b00c:0:a7,0
1574910,2800:370:10:1d:face:b00c:0:358e,2
1574945,2800:370:0:800a:face:b00c:3333:a3f,0
1574946,2800:370:0:800a:face:b00c:3333:7020,2
1574947,2800:370:0:800a:face:b00c:0:a7,0
1574948,2800:370:0:800a:face:b00c:0:358e,2
1575092,2800:310:11:5:face:b00c:3333:a3f,0
1575093,2800:310:11:5:face:b00c:3333:7020,2
1575094,2800:310:11:5:face:b00c:3333:1b26,2
1575095,2800:310:11:5:face:b00c:0:a7,0
1575096,2800:310:11:5:face:b00c:0:358e,2
1575251,2800:300:0:215:face:b00c:3333:a3f,0
1575252,2800:300:0:215:face:b00c:3333:7020,2
1575253,2800:300:0:215:face:b00c:3333:1b26,2
1575254,2800:300:0:215:face:b00c:0:a7,0
1575255,2800:300:0:215:face:b00c:0:358e,2
1575259,2800:300:0:20d:face:b00c:3333:a3f,0
1575260,2800:300:0:20d:face:b00c:3333:7020,2
1575261,2800:300:0:20d:face:b00c:0:a7,0
1575262,2800:300:0:20d:face:b00c:0:358e,2
1575273,2800:300:0:123:face:b00c:3333:a3f,0
1575274,2800:300:0:123:face:b00c:3333:7020,2
1575275,2800:300:0:123:face:b00c:0:a7,0
1575276,2800:300:0:123:face:b00c:0:358e,2
1575301,2800:2d20:200d:7:face:b00c:3333:a3f,0
1575302,2800:2d20:200d:7:face:b00c:3333:7020,2
1575303,2800:2d20:200d:7:face:b00c:3333:1b26,2
1575304,2800:2d20:200d:7:face:b00c:0:a7,0
1575305,2800:2d20:200d:7:face:b00c:0:358e,2
1575307,2800:2d20:200d:5:face:b00c:3333:a3f,0
1575308,2800:2d20:200d:5:face:b00c:0:a7,0
1575309,2800:2d20:200d:5:face:b00c:0:358e,2
1575311,2800:2d20:200d:3:face:b00c:3333:a3f,0
1575312,2800:2d20:200d:3:face:b00c:3333:7020,2
1575313,2800:2d20:200d:3:face:b00c:3333:1b26,2
1575314,2800:2d20:200d:3:face:b00c:0:a7,0
1575315,2800:2d20:200d:3:face:b00c:0:358e,2
1575317,2800:2d20:200d:1:face:b00c:3333:a3f,0
1575318,2800:2d20:200d:1:face:b00c:3333:7020,2
1575319,2800:2d20:200d:1:face:b00c:3333:1b26,2
1575320,2800:2d20:200d:1:face:b00c:0:a7,0
1575321,2800:2d20:200d:1:face:b00c:0:358e,2
1575361,2800:2d20:100d:3:face:b00c:3333:a3f,0
1575362,2800:2d20:100d:3:face:b00c:3333:7020,2
1575363,2800:2d20:100d:3:face:b00c:3333:1b26,2
1575364,2800:2d20:100d:3:face:b00c:0:a7,0
1575365,2800:2d20:100d:3:face:b00c:0:358e,2
1575367,2800:2d20:100d:1:face:b00c:3333:a3f,0
1575368,2800:2d20:100d:1:face:b00c:3333:7020,2
1575369,2800:2d20:100d:1:face:b00c:3333:1b26,2
1575370,2800:2d20:100d:1:face:b00c:0:a7,0
1575371,2800:2d20:100d:1:face:b00c:0:358e,2
1575422,2800:2b0:0:9:face:b00c:3333:a3f,0
1575440,2800:2a0:ffff:7:face:b00c:3333:a3f,0
1575441,2800:2a0:ffff:7:face:b00c:3333:7020,2
1575442,2800:2a0:ffff:7:face:b00c:3333:1b26,2
1575443,2800:2a0:ffff:7:face:b00c:0:a7,0
1575444,2800:2a0:ffff:7:face:b00c:0:358e,2
1575479,2800:2a0:ffff:11:face:b00c:3333:a3f,0
1575480,2800:2a0:ffff:11:face:b00c:3333:7020,2
1575481,2800:2a0:ffff:11:face:b00c:3333:1b26,2
1575482,2800:2a0:ffff:11:face:b00c:0:a7,0
1575483,2800:2a0:ffff:11:face:b00c:0:358e,2
1575644,2800:270:c:0:badc:fee:dead:beef,0
1575719,2800:260:ffff:12:face:b00c:3333:a3f,0
1575720,2800:260:ffff:12:face:b00c:3333:7020,2
1575721,2800:260:ffff:12:face:b00c:3333:1b26,2
1575722,2800:260:ffff:12:face:b00c:0:a7,0
1575723,2800:260:ffff:12:face:b00c:0:358e,2
1575725,2800:260:ffff:10:face:b00c:3333:a3f,0
1575726,2800:260:ffff:10:face:b00c:3333:7020,2
1575727,2800:260:ffff:10:face:b00c:3333:1b26,2
1575728,2800:260:ffff:10:face:b00c:0:a7,0
1575729,2800:260:ffff:10:face:b00c:0:358e,2
1575745,2800:240:1:30:face:b00c:3333:a3f,0
1575746,2800:240:1:30:face:b00c:3333:7020,2
1575747,2800:240:1:30:face:b00c:3333:1b26,2
1575748,2800:240:1:30:face:b00c:1155:a59,2
1575749,2800:240:1:30:face:b00c:0:a7,0
1575750,2800:240:1:30:face:b00c:0:358e,2
1575751,2800:240:1:2f:face:b00c:3333:a3f,0
1575752,2800:240:1:2f:face:b00c:3333:7020,2
1575753,2800:240:1:2f:face:b00c:3333:1b26,2
1575754,2800:240:1:2f:face:b00c:1155:a59,2
1575755,2800:240:1:2f:face:b00c:0:a7,0
1575756,2800:240:1:2f:face:b00c:0:358e,2
1575757,2800:240:1:2e:face:b00c:3333:a3f,0
1575758,2800:240:1:2e:face:b00c:3333:7020,2
1575759,2800:240:1:2e:face:b00c:3333:1b26,2
1575760,2800:240:1:2e:face:b00c:1155:a59,2
1575761,2800:240:1:2e:face:b00c:0:a7,0
1575762,2800:240:1:2e:face:b00c:0:358e,2
1575763,2800:240:1:2d:face:b00c:3333:a3f,0
1575764,2800:240:1:2d:face:b00c:3333:7020,2
1575765,2800:240:1:2d:face:b00c:3333:1b26,2
1575766,2800:240:1:2d:face:b00c:1155:a59,2
1575767,2800:240:1:2d:face:b00c:0:a7,0
1575768,2800:240:1:2d:face:b00c:0:358e,2
1575769,2800:240:1:2a:face:b00c:3333:a3f,0
1575770,2800:240:1:2a:face:b00c:3333:7020,2
1575771,2800:240:1:2a:face:b00c:3333:1b26,2
1575772,2800:240:1:2a:face:b00c:1155:a59,2
1575773,2800:240:1:2a:face:b00c:0:a7,0
1575774,2800:240:1:2a:face:b00c:0:358e,2
1575775,2800:240:1:29:face:b00c:3333:a3f,0
1575776,2800:240:1:29:face:b00c:3333:7020,2
1575777,2800:240:1:29:face:b00c:3333:1b26,2
1575778,2800:240:1:29:face:b00c:1155:a59,2
1575779,2800:240:1:29:face:b00c:0:a7,0
1575780,2800:240:1:29:face:b00c:0:358e,2
1575781,2800:240:1:28:face:b00c:3333:a3f,0
1575782,2800:240:1:28:face:b00c:3333:7020,2
1575783,2800:240:1:28:face:b00c:3333:1b26,2
1575784,2800:240:1:28:face:b00c:0:a7,0
1575857,2800:200:28c0:0:face:b00c:4444:5067,2
1575858,2800:200:28c0:0:face:b00c:3333:a3f,0
1575859,2800:200:28c0:0:face:b00c:3333:7020,2
1575860,2800:200:28c0:0:face:b00c:3333:1b26,2
1575861,2800:200:28c0:0:face:b00c:0:a7,0
1575862,2800:200:28c0:0:face:b00c:0:358e,2
1575863,2800:200:28a7:0:face:b00c:3333:a3f,0
1575864,2800:200:28a7:0:face:b00c:0:a7,0
1575865,2800:200:28a6:0:face:b00c:3333:a3f,0
1575866,2800:200:28a6:0:face:b00c:0:a7,0
1575867,2800:200:28a0:0:face:b00c:4444:5067,2
1575868,2800:200:28a0:0:face:b00c:3333:a3f,0
1575869,2800:200:28a0:0:face:b00c:3333:7020,2
1575870,2800:200:28a0:0:face:b00c:3333:1b26,2
1575871,2800:200:28a0:0:face:b00c:0:a7,0
1575872,2800:200:28a0:0:face:b00c:0:358e,2
1575897,2800:200:2008:c1:face:b00c:4444:5067,2
1575898,2800:200:2008:c1:face:b00c:3333:a3f,0
1575899,2800:200:2008:c1:face:b00c:3333:7020,2
1575900,2800:200:2008:c1:face:b00c:3333:1b26,2
1575901,2800:200:2008:c1:face:b00c:1155:a59,2
1575902,2800:200:2008:c1:face:b00c:0:a7,0
1575903,2800:200:2008:c1:face:b00c:0:358e,2
1575908,2800:200:2008:4800:face:b00c:4444:5067,2
1575909,2800:200:2008:4800:face:b00c:3333:7020,2
1575910,2800:200:2008:4800:face:b00c:3333:1b26,2
1575911,2800:200:2008:4800:face:b00c:0:a7,0
1575920,2800:200:2008:4000:face:b00c:4444:5067,2
1575921,2800:200:2008:4000:face:b00c:3333:a3f,0
1575922,2800:200:2008:4000:face:b00c:3333:7020,2
1575923,2800:200:2008:4000:face:b00c:3333:1b26,2
1575924,2800:200:2008:4000:face:b00c:0:a7,0
1575925,2800:200:2008:4000:face:b00c:0:358e,2
1575950,2800:200:2008:10c1:face:b00c:4444:5067,2
1575951,2800:200:2008:10c1:face:b00c:3333:a3f,0
1575952,2800:200:2008:10c1:face:b00c:3333:7020,2
1575953,2800:200:2008:10c1:face:b00c:3333:1b26,2
1575954,2800:200:2008:10c1:face:b00c:1155:a59,2
1575955,2800:200:2008:10c1:face:b00c:0:a7,0
1575956,2800:200:2008:10c1:face:b00c:0:358e,2
